MIN.SAN.;CODICE SFM;EAN;PRODOTTO;ATC/GMP;GIACENZA;DITTA;PREZZO;IVA;P.P.
944007119;0206059;8052204270200;MENOSINT 60CPR                  ;4AA2F28;0000009;ZETEMIA                       ;   11,72;10;    18,00
984207098;0271537;8032472025139;MENOVAMP CIMICIFUGA 60CPS ABOCA ;4AA2F29;0000104;ABOCA SPA                     ;   17,84;10;    31,10
986116770;0283961;8032185070006;MENTA HP 30CPS                  ;4AA2F08;0000018;HERBOPLANET                   ;   10,82;10;    19,20
908772635;0034719;             ;MENTA LONDON CARAM BUST 60G     ;4AX1   ;0000051;SELLA                         ;    0,92;10;    01,80
901373718;0020582;0767787926632;MENTA OLIO ESS 10ML FL EBV      ;4AA2F08;0000085;ERBA VITA                     ;    3,78;22;    09,40
902668843;0142945;8001774007655;MENTA PIPERITA FGL INTERE 100G  ;3AA1   ;0000006;SOLIME'                       ;    5,33;22;    11,00
900096734;009673F;8059300782989;MENTA PIPERITA OLIO ESS 10ML    ;3AB6   ;0000007;ERBORISTERIA MAGENTINA        ;    7,42;22;    13,50
901789786;0087437;8032532753088;MENTA PIPERITA SOL IAL 50ML     ;3AB1   ;0000001;CENTO FIORI                   ;    7,99;22;    13,40
978249973;0202106;8717163762516;MENTADENT ALITO PURO 75ML       ;6AB1   ;0000001;UNILEVER                      ;    1,15;22;    02,44
978249922;0262628;8717163747841;MENTADENT P 2X75MLBITUBO PROM   ;6AB1   ;0000009;UNILEVER                      ;    2,19;22;    03,93
981471701;0234071;             ;MENTAL RESET GOCCE 30ML         ;4AX9   ;0000001;AURUM SNC                     ;   14,15;10;    19,80
942804550;0192673;             ;MENTOCOL IBS 30CPR              ;4AA2F33;0000017;SANITAS FARMACEUTICI          ;   15,31;10;    23,50
029818010;0038544;             ;MENTOLO SELLA*1% 1FL 100G       ;D04AX  ;0000070;SELLA                         ;    2,26;10;    05,10
920323502;0027119;7333350502522;MEPIFORM CICATRICI 4X30 5PZ     ;7BB7A  ;0000013;MOLNLYCKE                     ;   50,79;22;    75,00
905642359;0029864;7332430873927;MEPILEX AG SCH PUR 10X10CM 5PZ  ;7AC1C04;0000006;MOLNLYCKE                     ;   61,60;22;    98,00
976768275;0231509;7333350967000;MEPILEX BORDER FLEX 10X10 5PZ   ;7AC1C99;0000030;MOLNLYCKE                     ;   22,69;22;    38,00
922249141;0157227;7333350221980;MEPILEX BORDER SACRUM 15X15 5P  ;7AC1C99;0000042;MOLNLYCKE                     ;   41,44;22;    64,00
911033280;0029866;7332430662804;MEPILEX LITE SCH SOTT 10X10 5P  ;7AC1C99;0000232;MOLNLYCKE                     ;   18,59;22;    35,00
911033278;0023600;7323190271733;MEPILEX 10X10CM 5PZ             ;7AC1C99;0000208;MOLNLYCKE                     ;   12,85;22;    37,00
934203961;0078371;8033661806065;MERAMIRT CM 30CPR MASTIC        ;4AA2F22;0000006;SOOFT ITALIA                  ;   12,56;10;    19,95
927172662;0155251;8033661806034;MERAMIRT SOL OFTALMICA 8ML      ;7BB3A  ;0000061;SOOFT ITALIA                  ;   10,24;22;    18,00
980834459;0243546;8033661804726;MERAMIRT XG 20CPR               ;4AA2F22;0000036;SOOFT ITALIA                  ;   13,25;10;    20,95
800160261;016026O;             ;MERCURIUS BI-IO 5CH GR BO       ;2AA1B03;0000004;BOIRON SRL                    ;    4,86;10;    08,10
800403762;040376O;             ;MERCURIUS CORROSIV 200CH GR *BO*;2AA1B03;0000006;BOIRON SRL                    ;    3,78;10;    08,10
800160273;016027O;             ;MERCURIUS CYANATUS 30CH GR BO   ;2AA1B03;0000002;BOIRON SRL                    ;    4,49;10;    08,10
800023741;002374O;             ;MERCURIUS CYANATUS 5CH GR BO    ;2AA1B03;0000001;BOIRON SRL                    ;    4,29;10;    08,10
049301219;0277745;             ;MERCURIUS SOLUB DYN*30CH GR     ;V03AX  ;0000005;CEMON SRL                     ;    5,27;10;    09,50
049301106;0277980;             ;MERCURIUS SOLUB DYN*6CH GR      ;V03AX  ;0000006;CEMON SRL                     ;    4,95;10;    09,50
800026496;002649O;             ;MERCURIUS SOLUB 200CH GL BOIRON ;2AA1B04;0000013;BOIRON SRL                    ;    4,39;10;    09,30
801286220;128622O;8013901208187;MERCURIUS SOLUB 200CH GTT CEMON<;2AA1B01;0000001;CEMON SRL                     ;    7,22;10;    13,50
800023804;002380O;             ;MERCURIUS SOLUB 30CH GR BO      ;2AA1B03;0000032;BOIRON SRL                    ;    3,95;10;    07,90
800023766;002376O;             ;MERCURIUS SOLUB 5CH GR BO       ;2AA1B03;0000014;BOIRON SRL                    ;    3,81;10;    07,90
800201067;020106O;             ;MERCURIUS SOLUB 6CH GR BO       ;2AA1B03;0000009;BOIRON SRL                    ;    3,82;10;    08,10
800023780;002378O;             ;MERCURIUS SOLUB 9CH GR BO       ;2AA1B03;0000012;BOIRON SRL                    ;    3,81;10;    07,90
800700522;070052O;8013901058201;MERCURIUS SOLUBILIS 30LM  CEMON ;2AA3C  ;0000002;CEMON SRL                     ;    9,62;10;    17,50
935586483;0159586;             ;MERCUROCROMO MEDUSE SPRAY 50ML  ;7BB7A  ;0000264;SIT                           ;    6,15;22;    10,80
801194945;119494O;             ;MERCUROPLUS SPRAY ORALE HERING  ;2AB1L  ;0000053;HERING                        ;    8,49;10;    14,80
045502010;0194919;             ;MERIDIANO TAO 18*GTT 50ML FL    ;V03AX  ;0000013;IGEAKOS                       ;   11,91;10;    18,00
045501018;0194198;             ;MERIDIANO TAO 24*GTT 50ML FL    ;V03AX  ;0000002;IGEAKOS                       ;   12,24;10;    18,00
925599971;0069279;8714789929484;MERIDOL CLOREX 0,2% COLLUT 300  ;6AB2   ;0000192;GIULIANI SPA                  ;    4,07;22;    08,99
951224322;0358109;8718951746374;MERIDOL COLLUTORIO FRESH BREAT  ;6AB2   ;0000227;GIULIANI SPA                  ;    4,75;22;    09,99
987269038;0302452;8718951560772;MERIDOL COLLUTORIO PAROD 400ML  ;6AB2   ;0000380;GIULIANI SPA                  ;    4,71;22;    09,99
983660806;0253663;8718951723320;MERIDOL COLLUTORIO PROT COMPLE  ;6AB2   ;0000215;GIULIANI SPA                  ;    4,57;22;    09,99
972508461;0171482;7610108058235;MERIDOL COLLUTORIO 100ML        ;6AB2   ;0000145;GIULIANI SPA                  ;    1,04;22;    02,19
935054914;0101326;8718951723757;MERIDOL COLLUTORIO 400ML        ;6AB2   ;0000771;GIULIANI SPA                  ;    3,90;22;    08,29
926054127;0097059;8718951560307;MERIDOL DENT WHITENING 75ML     ;6AB1   ;0000044;GIULIANI SPA                  ;    3,25;22;    06,99
976772208;0201021;4007965460104;MERIDOL DENTIFRICIO BITUBO75ML  ;6AB1   ;0000715;GIULIANI SPA                  ;    3,69;22;    07,99
983660782;0253664;8718951454644;MERIDOL DENTIFRICIO PROT COMPL  ;6AB1   ;0000124;GIULIANI SPA                  ;    3,18;22;    06,99
988775401;0309548;8718951561755;MERIDOL DENTIFRICIO PROT GENG   ;6AB1   ;0000022;GIULIANI SPA                  ;    2,27;22;    04,99
927591077;0169211;7610108059973;MERIDOL EXPANDED FILO INTERD    ;6AB5C99;0000159;GIULIANI SPA                  ;    3,73;22;    07,99
904347097;4347092;8718951111431;MERIDOL FILO INTERDENTALE       ;6AB5C99;0000120;GIULIANI SPA                  ;    5,92;22;    11,49
971754712;0171219;8718951117136;MERIDOL PARODONT EXPERT DENTIF  ;6AB1   ;0000123;GIULIANI SPA                  ;    3,66;22;    07,99
971193697;0165627;8718951093904;MERIDOL PARODONT EXPERT SPAZZ   ;6AB5A01;0000103;GIULIANI SPA                  ;    3,18;22;    06,99
931925059;0015097;8033182370359;MERIDOL SPAZZOLINO MEDIO 1PZ    ;6AB5A01;0000204;GIULIANI SPA                  ;    2,25;22;    04,99
983660794;0264894;8718951485013;MERIDOL SPAZZOLINO MORB PROT    ;6AB5A01;0000153;GIULIANI SPA                  ;    3,21;22;    06,99
907286936;7286933;8718951557567;MERIDOL SPAZZOLINO MORB 1PZ     ;6AB5A01;0000373;GIULIANI SPA                  ;    2,29;22;    04,99
938962091;8962098;8033182370571;MERIDOL SPAZZOLINO PERIO 1PZ    ;6AB5A01;0000117;GIULIANI SPA                  ;    3,24;22;    06,99
902229487;2229482;8057977341218;MERISTEMO YNKHAS 13 100ML       ;4AA2F99;0000004;PROMO PHARMA                  ;   13,26;10;    24,50
902229614;2229615;8057977346121;MERISTEMO YNKHAS 23 100ML       ;4AA2F99;0000020;PROMO PHARMA                  ;   14,12;10;    24,50
902229665;2229666;8057977341249;MERISTEMO YNKHAS 28 100ML       ;4AA2F99;0000001;PROMO PHARMA                  ;   14,12;10;    24,50
902229689;2229680;8057977345858;MERISTEMO YNKHAS 30 100ML       ;4AA2F11;0000003;PROMO PHARMA                  ;   14,12;10;    24,50
902229400;2229409;8057977346022;MERISTEMO YNKHAS 6 100ML        ;4AA2F21;0000001;PROMO PHARMA                  ;   13,58;10;    24,50
902229412;2229425;8057977346039;MERISTEMO YNKHAS 7 100ML        ;4AA2F12;0000002;PROMO PHARMA                  ;   14,01;10;    24,50
926025925;0080599;8445290595218;MERITENE CAFFE' 270G            ;4AX9   ;0000605;NESTLE HEALTH                 ;   10,53;10;    19,99
926025913;0080598;7613038832586;MERITENE CIOCCOLATO 270G        ;4AX9   ;0001372;NESTLE HEALTH                 ;   10,61;10;    19,99
951361880;0362590;8445291913301;MERITENE CLINICAL APRICOT 200M  ;4AA2B99;0000357;NESTLE HEALTH                 ;    2,47;10;    04,49
951361841;0362588;8445291987159;MERITENE CLINICAL CHOC 200ML    ;4AA2B99;0000001;NESTLE HEALTH                 ;    3,35;10;    04,49
951361803;0362592;8445291913493;MERITENE CLINICAL CIOC 4X200ML  ;4AA2B99;0000095;NESTLE HEALTH                 ;    8,62;10;    15,99
951361866;0362591;8445291968332;MERITENE CLINICAL STRAWB 200ML  ;4AA2B99;0000491;NESTLE HEALTH                 ;    2,43;10;    04,49
951361322;0362587;8445291913462;MERITENE CLINICAL VAN 4X200ML   ;4AA2B99;0000281;NESTLE HEALTH                 ;    8,66;10;    15,99
924961067;0064867;7613034673626;MERITENE CREME CIOCCOL 3X125G   ;4AA2B99;0000030;NESTLE HEALTH                 ;   14,76;10;    21,99
924961079;0064868;7613034673947;MERITENE CREME NOCCIOLA 3X125G  ;4AA2B99;0000024;NESTLE HEALTH                 ;   14,50;10;    21,99
924961055;0064869;7613034673602;MERITENE CREME VANIGLIA 3X125G  ;4AA2B99;0000004;NESTLE HEALTH                 ;   14,76;10;    21,99
980912683;0225867;7613287077868;MERITENE DIABET CR CAFFE3X125G  ;4AA2B99;0000031;NESTLE HEALTH                 ;   16,20;10;    23,90
987319934;0288924;8445290742247;MERITENE MOBILIS CHOC 8 10BUST  ;4AA2F09;0000161;NESTLE HEALTH                 ;   13,86;10;    25,90
972690756;0173200;8445290706195;MERITENE MOBILIS VANIGLIA 10BUS ;4AA2F09;0000601;NESTLE HEALTH                 ;   13,58;10;    25,90
926025949;0080597;7613034943859;MERITENE NEUTRO 270G            ;4AA2B99;0000816;NESTLE HEALTH                 ;   10,90;10;    19,99
975084132;0189284;7613036605809;MERITENE RESOURCE DIABET FRAG   ;4AA2B99;0000170;NESTLE HEALTH                 ;    3,58;10;    05,49
975084120;0188882;7613036605786;MERITENE RESOURCE DIABET VAN    ;4AA2B99;0000082;NESTLE HEALTH                 ;    3,53;10;    05,49
926025937;0080600;8445290332875;MERITENE VANIGLIA 270G          ;4AX9   ;0000824;NESTLE HEALTH                 ;   10,72;10;    19,99
971391697;0166956;8000300365061;MERITENE VITACHOCO FOND 75G     ;4AA2F15;0000076;NESTLE HEALTH                 ;    6,65;10;    11,99
947237715;0249020;0033984007987;MERL OIL AED 100PRL             ;4AA2F26;0000069;SOLGAR ITALIA                 ;   13,77;10;    24,00
943081063;0275556;             ;MERLINO 150ML                   ;4AA2F10;0000048;DECA                          ;   14,44;10;    22,71
943353971;0284258;             ;MESAFAG 30CPR                   ;4AA2F99;0000058;DYMALIFE PHARMA               ;   17,66;10;    27,90
945302521;0333536;             ;MESAFLORENE PROCTO 30ML         ;7BB1C  ;0000051;DYMALIFE PHARMA               ;   10,01;22;    15,40
943763159;0205270;             ;MESAFLORIX 14BUST OROSOLUBILI   ;4AA2F08;0000022;DYMALIFE PHARMA               ;   12,96;10;    19,90
951100787;0364303;             ;MESALANTIS 30CPS                ;4AA2F35;0000010;GIULIANI SPA                  ;   18,89;10;    27,70
922289362;0011061;             ;MESO MU 30ML                    ;4AA2F99;0000008;MU SRL                        ;   13,59;22;    20,80
908020288;8020281;4027565723386;MESOFLEX JUNIOR  120TAV.VET     ;8AC2C  ;0000001;DRN SRL                       ;   34,66;22;    63,80
933061970;0042924;             ;MESOXAN 30CPR                   ;4AA2F22;0000006;MIDAPHARM ITALIA SRL          ;   14,33;10;    23,00
903767135;3767134;             ;MESTRIL GTT 50ML                ;4AA2F28;0000005;BIOGROUP SRL                  ;   12,57;22;    19,50
926828017;0200577;3606000495470;META CELL RENEWAL B3 50ML       ;6AC5I99;0000010;L'OREAL SKINCEUTICALS         ;   86,05;22;   139,99
913516757;3516752;             ;META MU INTEGRAT 40CPS 20G      ;4AA2F17;0000003;MU SRL                        ;   17,94;10;    26,90
985511498;0275617;8032185061400;METABOL REG NEW 24CPR N/F HERBOP;4AA2F17;0000103;HERBOPLANET                   ;   17,08;10;    29,90
101750014;3934924;8007220400858;METABOLASE-500 ML VET           ;A16AA51;0000021;FATRO                         ;   19,52;10;    38,00
927172647;0150809;             ;METACARTIL 20CPR 1G             ;4AA2F09;0000043;EUROPHARMA SRL                ;   10,73;10;    17,00
973321906;0176166;5400433230541;METACLEAR 30CPR                 ;4AA2F08;0000066;METAGENICS BELGIUM            ;   13,03;10;    23,00
973321918;0174565;5400433230558;METACLEAR 60CPR                 ;4AA2F08;0000032;METAGENICS BELGIUM            ;   24,54;10;    44,00
987812308;0303927;5400433329788;METADIGEST KETO NFI 30CPR       ;4AA2F08;0000024;METAGENICS BELGIUM            ;   13,22;10;    23,00
978573879;0202025;5400433265390;METADIGEST LACTO 15CPS          ;4AA2F35;0000019;METAGENICS BELGIUM            ;    9,18;10;    16,50
979279320;0205599;5400433263303;METADIGEST TOTAL 30CPS          ;4AA2F08;0000047;METAGENICS BELGIUM            ;   12,77;10;    23,00
979279332;0205600;5400433263310;METADIGEST TOTAL 60CPS          ;4AA2F08;0000083;METAGENICS BELGIUM            ;   23,23;10;    42,00
989980937;0350440;             ;METAFOLIC+ 30CPS                ;4AA2F27;0000106;PIEMME PHARMATECH             ;    7,25;10;    12,50
939490936;9490933;             ;METAFORM 30CPS 800MG            ;4AA2F17;0000015;BIOGROUP SRL                  ;   13,72;10;    22,00
908696002;8696007;4021447230832;METALLINE- 8CM X10CM 10CPR      ;7AC1C99;0000005;LOHMANN MEDICAL               ;    8,12;22;    13,60
989602406;0334290;8055320351617;METAMET 60CPR                   ;4AA2F17;0000026;SPAZIO ECOSALUTE              ;   16,68;10;    26,80
979232648;0221973;8032472021575;METARECOD 40BUST GRAN           ;7BB1   ;0000657;ABOCA SPA                     ;   19,59;10;    34,50
974016343;0178352;5400433234167;METARELAX NEW 84BUST            ;4AA2F15;0000005;METAGENICS BELGIUM            ;   33,19;10;    59,50
950839480;0354067;5400433356876;METARELAX NOTTE 15CPR           ;4AA2F32;0000016;METAGENICS BELGIUM            ;    8,66;10;    16,00
950839492;0354068;5400433356906;METARELAX NOTTE 30CPR           ;4AA2F32;0000033;METAGENICS BELGIUM            ;   16,62;10;    29,50
972496297;0171494;5400433224311;METARELAX 180CPR                ;4AA2F15;0000053;METAGENICS BELGIUM            ;   33,05;10;    59,50
971064213;0160432;5400433218631;METARELAX 20BUSTE NEW           ;4AA2F32;0000035;METAGENICS BELGIUM            ;   10,24;10;    18,50
971064225;0160433;5400433218648;METARELAX 40BUST NEW            ;4AA2F32;0000056;METAGENICS BELGIUM            ;   17,49;10;    31,50
971064151;0161052;5400433218686;METARELAX 45CPR NEW             ;4AA2F32;0000041;METAGENICS BELGIUM            ;   10,25;10;    18,50
971064201;0162724;5400433218679;METARELAX 90CPR NEW             ;4AA2F32;0000082;METAGENICS BELGIUM            ;   17,50;10;    31,50
975051943;0184146;5400433242391;METASLEEP ITA 1MG 30CPS         ;4AA2F32;0000099;METAGENICS BELGIUM            ;   10,30;10;    18,50
971115439;0160359;5400433321058;METASTUDENT 60CPR               ;4AA2F31;0000013;METAGENICS BELGIUM            ;   16,73;10;    30,00
974908675;0181730;5400433219621;METATONIC 60CPR                 ;4AA2F31;0000001;METAGENICS BELGIUM            ;   15,34;10;    27,50
800225892;022589O;             ;METATOX 3 GTT  GUNA             ;2AB1A  ;0000005;GUNA SPA                      ;   13,47;10;    21,00
976785776;0198351;0806891021038;METAVEL 30CPR                   ;4AA2F17;0000024;NALKEIN                       ;   10,75;10;    16,90
977671864;0202031;5400433266212;METAVIVA MG/K/VIT C 20BUST      ;4AA2F15;0000022;METAGENICS BELGIUM            ;   11,98;10;    21,50
978112985;0199947;5400433309650;METAVIVA MULTI 30CPR            ;4AA2F15;0000019;METAGENICS BELGIUM            ;   11,12;10;    20,00
926890688;0151654;             ;METAX CPR                       ;4AA2F99;0000035;PHARMARENIE'FUTURA            ;   13,31;10;    22,00
974376131;0180633;3760001041545;METEOGAS POLVERE 20BUST         ;7BB1   ;0000412;MAYOLY ITALIA S.P.A           ;   11,63;22;    18,90
802118416;0069171;             ;METEOREISEN PHOSPHO QUARZ GL WAL;2AB1D  ;0000003;WALA-D                        ;   12,86;10;    19,00
974383756;0185163;8032185012112;METEORSOL 60CPR HERBOPLAN       ;4AA2F08;0000012;HERBOPLANET                   ;   11,52;10;    20,90
034289025;6386627;             ;METEOSIM*50CPR MAST 40MG        ;A03AX13;0000012;IBI GIOVANNI LORENZINI        ;   10,49;10;    16,80
931469389;0011632;             ;METEOSLIMMER 30CPR              ;4AA2F08;0000060;LEGREN                        ;   11,97;10;    20,00
976735252;0223268;8056364776077;METEOVIS 200ML LIQUIDO ANALCO   ;4AA2F08;0000002;GIORGINI SER-VIS SRL          ;   10,33;10;    20,90
984818310;0274520;             ;METFIRE 30CPR BIOSALUS          ;4AA2F14;0000022;BIOSALUS                      ;    9,09;10;    14,00
971192531;0162324;0701197198142;METICOL GOCCE ORALI 20ML        ;7BB1   ;0000028;NALKEIN                       ;    8,09;10;    12,80
950217036;0353235;8052432438922;METIL B12 SUBLINGUALE 60CPR     ;4AA2F15;0000021;OPTIMA                        ;    7,19;10;    14,90
030546016;0553248;             ;METILE SALICILATO*UNG 30G ARG   ;M02AC  ;0000092;NOVA ARGENTIA                 ;    2,54;10;    06,90
926584994;0103948;             ;METINDOL 20BUST                 ;4AA2F99;0000016;FUTURA                        ;   16,97;10;    24,90
982596797;0243504;             ;METINOSIT 20BUST                ;4AA2F15;0000007;PLC PHARMA HEALTH SRL         ;   13,06;10;    22,00
971024904;0178779;             ;METODO APOLLO CR IDRAT 200ML    ;6AD8B  ;0000009;VIPROF DIRETTO                ;   17,68;22;    26,50
935981100;5981109;             ;MEZINAT INTEG 14BUSTE           ;4AA2F32;0000016;DIFASS                        ;   12,68;10;    17,80
977449091;0200039;8058268410040;MFR 1 MERIDIAN FLOWERS REMEDY   ;2AH9   ;0000004;SITAR                         ;   20,13;22;    29,95
942890563;0196708;8000137304332;MG-K ACQUA DI COCCO 20BUST      ;4AA2F15;0000001;SYRIO SRL                     ;   10,88;10;    18,50
951309537;0362030;8058045129844;MGK BOOSTER POLVERE 180G        ;4AA2F15;0000001;GIORGINI SER-VIS SRL          ;   13,12;10;    22,90
902709373;2709376;8057741840084;MGK VIS FULL SPORT 10BUST       ;4AA2F16;0000080;POOL-PHARMA                   ;    8,28;10;    14,90
942828765;0195848;8057741840077;MGK VIS JUNIOR ARANCIA 10BUST   ;4AA2F15;0000020;POOL-PHARMA                   ;    7,91;10;    13,90
942602715;0195836;8057741840725;MGK VIS LEMONADE 15BUST         ;4AA2F15;0000023;POOL-PHARMA                   ;    6,69;10;    12,90
942602677;0189129;8057741840756;MGK VIS LEMONADE 30BUST         ;4AA2F15;0000087;POOL-PHARMA                   ;    8,54;10;    20,90
931419600;1419609;8057741840831;MGK VIS MAGNESIO GOLD PURO 20BS ;4AA2F15;0000005;POOL-PHARMA                   ;    8,05;10;    13,90
942602640;0189126;8057741840763;MGK VIS ORANGE ZERO ZUCC 15BUST ;4AA2F15;0000116;PRODOTTI FMC                  ;    5,71;10;    13,90
942602689;0189128;8057741840770;MGK VIS ORANGE ZERO ZUCC30BUST  ;4AA2F15;0000203;PRODOTTI FMC                  ;    8,94;10;    21,90
942602614;0189127;8057741840695;MGK VIS ORANGE 15BUST           ;4AA2F15;0000452;PRODOTTI FMC                  ;    5,02;10;    12,90
942602665;0189121;8057741840749;MGK VIS ORANGE 30BUST           ;4AA2F15;0000498;PRODOTTI FMC                  ;    8,27;10;    20,90
943060703;0226065;8057741841036;MGK VIS RIC PLUS 14+14BUST      ;4AA2F31;0000258;PRODOTTI FMC                  ;    8,89;10;    15,50
902709397;2709392;8057741840091;MGK VIS RIC PLUS 14BUST 6G      ;4AA2F15;0000152;PRODOTTI FMC                  ;    4,76;10;    15,50
939462976;9462973;8058269350901;MG400 POLV 20BUST NAMED         ;4AA2F15;0000129;NAMED                         ;    7,10;10;    14,90
908700964;8700965;8056182150202;MG50-ALIM MAGN JONE 50 TAV      ;4AA2F15;0000025;LABORATORIO TERAP             ;    6,66;10;    11,00
923427532;0030472;             ;MIALGAN CREMA 100ML             ;6AD9   ;0000007;FUTURA                        ;   11,91;22;    18,80
935228724;0153074;             ;MIALGIL 20 BUSTINE              ;4AA2F31;0000012;FUSION FARM                   ;   20,85;10;    32,50
905358077;5358072;             ;MIALGIN GTT 50ML                ;4AA2F09;0000011;BIOGROUP SRL                  ;   12,13;22;    19,50
980455974;0223835;             ;MIALGO+ 20BUST                  ;4AA2F09;0000016;MEDIGI PHARMA                 ;   16,63;10;    28,20
988658555;0324793;8056182402578;MIAMO AGE REVERSE GLOW PRIMER   ;6AC5I03;0000006;MEDSPA                        ;   19,50;22;    35,00
988658581;0324797;8056182402615;MIAMO LONGEVITY PLUS GF5 GLUT   ;6AC5I03;0000004;MEDSPA                        ;   19,50;22;    35,00
944889322;0238312;             ;MIBRA 10BUSTE STICK PACK 13ML   ;4AA2F30;0000051;PRINCEPS                      ;   20,25;10;    32,50
985808258;0281393;8055684940205;MIC 1000 20BUST                 ;4AA2F99;0000031;NEO G PHARMA                  ;   14,83;10;    21,90
904077346;4077343;             ;MICACID SCHIUMA VAG 100ML       ;6AD5X  ;0000049;ADL FARMACEUTICI SRL          ;   10,03;22;    15,70
951121843;0355239;8051160661329;MICALMO 12FL 10ML               ;4AA2F32;0000031;PEDIATRICA                    ;   14,26;10;    22,90
941235032;0180457;8429420128644;MICELLAR SOLUTION 400ML         ;6AC5A  ;0000013;ISDIN                         ;    8,54;22;    13,90
934481680;0075049;             ;MICETRIN BUSTINE 30BUST         ;4AA2F15;0000008;CORED                         ;   42,63;10;    68,00
970935856;0162999;             ;MICETRIN DAY 1000 30CPR         ;4AA2F26;0000002;CORED                         ;   18,71;10;    32,00
979407032;0207275;             ;MICETRIN ON 15BUST              ;4AA2F26;0000020;CORED                         ;   33,70;10;    56,00
025218013;3985900;             ;MICLAST*CREMA 30 G 1%           ;D01AE14;0000723;PIERRE FABRE ITALIA           ;    7,52;10;    12,50
025218114;5495742;             ;MICLAST*POLV CUT FL 30G 1%      ;D01AE14;0000129;PIERRE FABRE ITALIA           ;    7,56;10;    12,50
025218102;5495734;             ;MICLAST*SOL CUT FL 30ML 1%      ;D01AE14;0000302;PIERRE FABRE ITALIA           ;    7,54;10;    12,50
987879335;0307363;             ;MICLOSIT HA 30STICK             ;4AA2F28;0000054;INTEGRATORI DIET.ITAL.        ;   17,72;10;    28,00
986037620;0282710;8436561602056;MICO REPAIR 100ML FREELAN       ;6AD8X  ;0000008;HIFAS DA TERRA ITALIA         ;   19,95;22;    30,00
970358469;0154952;             ;MICOCHER SMALTO 20ML            ;6AE3   ;0000001;PHARMARENIE'FUTURA            ;   13,54;22;    22,00
900353917;0353912;             ;MICODET DETERGENTE 200ML        ;6AD5A  ;0000050;EUCARE                        ;    9,48;22;    15,50
977625387;0199488;             ;MICODET POLVERE                 ;6AD5A  ;0000012;EUCARE                        ;    8,70;22;    14,30
971373624;0215109;             ;MICOLIPID PLUS OLIO DET.250ML   ;6AD1   ;0000005;API ERBE                      ;   13,10;22;    19,90
989264179;0333393;8055765861085;MICONAL MOUSSE IGIENIZZANTE     ;6AD5A  ;0000014;MORGAN                        ;    7,72;22;    13,50
942872870;0194981;8055765861054;MICONAL SPORT GEL DOCCIA IGIEN  ;6AD1   ;0000039;MORGAN                        ;    6,81;22;    12,50
938398563;0174040;8055765860095;MICONAL UNGHIE TRAT MICOSI 8ML  ;6AE2X  ;0000109;MORGAN                        ;   15,81;22;    27,90
024625016;3997004;             ;MICONAL*CREMA DERM.30G 2%       ;D01AC02;0000276;MORGAN                        ;    9,58;10;    17,30
024625030;3996964;             ;MICONAL*CREMA GINEC.78G 2%      ;G01AF04;0000061;MORGAN                        ;   10,12;10;    17,70
024625079;3996949;             ;MICONAL*LAV.VAG.5FL MONOUSO     ;G01AF04;0000040;MORGAN                        ;   11,04;10;    19,90
024625042;3997053;             ;MICONAL*POLV.DERM.20G 2%        ;D01AC02;0000214;MORGAN                        ;    7,55;10;    13,50
024625055;3996907;             ;MICONAL*15 OVULI VAG.50MG       ;G01AF04;0000066;MORGAN                        ;    8,59;10;    15,60
942296536;0185727;8053291013374;MICONICON PHARCOS 4ML           ;6AE2   ;0000009;BIONATIVA                     ;   12,16;22;    19,90
970257352;0152441;8412170034211;MICOSAN ENERGY 40CPS            ;4AA2F26;0000020;SANTIVERI                     ;   12,57;10;    24,60
970257489;0152443;8412170034242;MICOSAN IMMUNFLU 40CPS          ;4AA2F26;0000010;SANTIVERI                     ;   11,87;10;    24,30
970257580;0152444;8412170034204;MICOSAN PURAVIDA 40CPS          ;4AA2F26;0000012;SANTIVERI                     ;   10,84;10;    21,00
900759871;0759878;             ;MICOSCHIUMA SOL GINECOL 80ML    ;6AD5A  ;0000125;FARMITALIA                    ;    8,02;22;    13,00
987801394;0346607;             ;MICOSKIN PLUS PHARCOS 250ML     ;6AD1   ;0000041;BIONATIVA                     ;   11,55;22;    18,50
903768315;3768314;             ;MICOSTOP LAV VAG 5FL 100ML      ;7BB4A  ;0000181;FARMA-DERMA                   ;   12,21;10;    18,50
934807607;0105719;             ;MICOSTOP OVULI VAGINALI 10PZ    ;7BB4B  ;0000074;FARMA-DERMA                   ;   10,12;10;    16,10
942578446;0193217;             ;MICOSTOP PLUS CREMA VAG+6 APPL  ;7BB4C  ;0000303;FARMA-DERMA                   ;   10,88;10;    16,50
944839998;0232301;             ;MICOSTOP 30CPR                  ;4AA2F26;0000157;FARMA-DERMA                   ;   12,65;10;    19,90
023491172;4000386;             ;MICOTEF*CREMA CUT 2% 30G        ;D01AC02;0000002;TEOFARMA SRL                  ;   11,59;10;    18,50
023491057;4000451;             ;MICOTEF*CREMA VAG 30G 2%+APPL   ;G01AF04;0000013;TEOFARMA SRL                  ;    5,64;10;    08,67
023491083;4000428;             ;MICOTEF*15 OV VAG 100MG         ;G01AF04;0000011;TEOFARMA SRL                  ;   10,64;10;    16,87
970254254;0152284;8059173430642;MICOTHERAPY ABM 90CPS           ;4AA2F26;0000011;AVD REFORM                    ;   29,99;10;    44,90
970436123;0164479;8059173430635;MICOTHERAPY AURICULARIA 90CPS   ;4AA2F26;0000007;AVD REFORM                    ;   28,74;10;    44,90
